0.46	14.15	1
0.76	14.15	1
1.06	14.15	1
1.36	14.15	1
1.66	14.15	1
1.96	14.15	1
2.26	14.15	1
2.56	14.15	1
2.86	14.15	1
3.16	14.15	1
3.46	14.15	1
3.76	14.15	1
4.06	14.15	1
4.36	14.15	1
4.66	14.15	1
4.96	14.15	1
5.26	14.15	1
5.56	14.15	1
5.86	14.15	1
6.16	14.15	1
6.46	14.15	1
6.76	14.15	1
7.06	14.15	1
7.36	14.15	1
7.66	14.15	1
7.96	14.15	1
8.26	14.15	1
8.56	14.15	1
8.86	14.15	1
9.16	14.15	1
9.46	14.15	1
9.76	14.15	1
10.06	14.15	1
10.36	14.15	1
10.66	14.15	1
10.96	14.15	1
11.26	14.15	1
0.46	13.65	1
0.76	13.65	1
1.06	13.65	1
1.36	13.65	1
1.66	13.65	1
1.96	13.65	1
2.26	13.65	1
2.56	13.65	1
2.86	13.65	1
3.16	13.65	1
3.46	13.65	1
3.76	13.65	1
4.06	13.65	1
4.36	13.65	1
4.66	13.65	1
4.96	13.65	1
5.26	13.65	1
5.56	13.65	1
5.86	13.65	1
6.16	13.65	1
6.46	13.65	1
6.76	13.65	1
7.06	13.65	1
7.36	13.65	1
7.66	13.65	1
7.96	13.65	1
8.26	13.65	1
8.56	13.65	1
8.86	13.65	1
9.16	13.65	1
9.46	13.65	1
9.76	13.65	1
10.06	13.65	1
10.36	13.65	1
10.66	13.65	1
10.96	13.65	1
11.26	13.65	1
0.46	13.15	1
0.76	13.15	1
1.06	13.15	1
1.36	13.15	1
1.66	13.15	1
1.96	13.15	1
2.26	13.15	1
2.56	13.15	1
2.86	13.15	1
3.16	13.15	1
3.46	13.15	1
3.76	13.15	1
4.06	13.15	1
4.36	13.15	1
4.66	13.15	1
4.96	13.15	1
5.26	13.15	1
5.56	13.15	1
5.86	13.15	1
6.16	13.15	1
6.46	13.15	1
6.76	13.15	1
7.06	13.15	1
7.36	13.15	1
7.66	13.15	1
7.96	13.15	1
8.26	13.15	1
8.56	13.15	1
8.86	13.15	1
9.16	13.15	1
9.46	13.15	1
9.76	13.15	1
10.06	13.15	1
10.36	13.15	1
10.66	13.15	1
10.96	13.15	1
11.26	13.15	1
0.46	12.65	1
0.76	12.65	1
1.06	12.65	1
1.36	12.65	1
1.66	12.65	1
1.96	12.65	1
2.26	12.65	1
2.56	12.65	1
2.86	12.65	1
3.16	12.65	1
3.46	12.65	1
3.76	12.65	1
4.06	12.65	1
4.36	12.65	1
4.66	12.65	1
4.96	12.65	1
5.26	12.65	1
5.56	12.65	1
5.86	12.65	1
6.16	12.65	1
6.46	12.65	1
6.76	12.65	1
7.06	12.65	1
7.36	12.65	1
7.66	12.65	1
7.96	12.65	1
8.26	12.65	1
8.56	12.65	1
8.86	12.65	1
9.16	12.65	1
9.46	12.65	1
9.76	12.65	1
10.06	12.65	1
10.36	12.65	1
10.66	12.65	1
10.96	12.65	1
11.26	12.65	1
0.46	12.15	1
0.76	12.15	1
1.06	12.15	1
1.36	12.15	1
1.66	12.15	1
1.96	12.15	1
2.26	12.15	1
2.56	12.15	1
2.86	12.15	1
3.16	12.15	1
3.46	12.15	1
3.76	12.15	1
4.06	12.15	1
4.36	12.15	1
4.66	12.15	1
4.96	12.15	1
5.26	12.15	1
5.56	12.15	1
5.86	12.15	1
6.16	12.15	1
6.46	12.15	1
6.76	12.15	1
7.06	12.15	1
7.36	12.15	1
7.66	12.15	1
7.96	12.15	1
8.26	12.15	1
8.56	12.15	1
8.86	12.15	1
9.16	12.15	1
9.46	12.15	1
9.76	12.15	1
10.06	12.15	1
10.36	12.15	1
10.66	12.15	1
10.96	12.15	1
11.26	12.15	1
0.46	11.65	1
0.76	11.65	1
1.06	11.65	1
1.36	11.65	1
1.66	11.65	1
1.96	11.65	1
2.26	11.65	1
2.56	11.65	1
2.86	11.65	1
3.16	11.65	1
3.46	11.65	1
3.76	11.65	1
4.06	11.65	1
4.36	11.65	1
4.66	11.65	1
4.96	11.65	1
5.26	11.65	1
5.56	11.65	1
5.86	11.65	1
6.16	11.65	1
6.46	11.65	1
6.76	11.65	1
7.06	11.65	1
7.36	11.65	1
7.66	11.65	1
7.96	11.65	1
8.26	11.65	1
8.56	11.65	1
8.86	11.65	1
9.16	11.65	1
9.46	11.65	1
9.76	11.65	1
10.06	11.65	1
10.36	11.65	1
10.66	11.65	1
10.96	11.65	1
11.26	11.65	1
