7.06	14.05	1
7.66	14.05	1
8.26	14.05	1
8.86	14.05	1
9.46	14.05	1
10.06	14.05	1
10.66	14.05	1
11.26	14.05	1
7.06	13.25	1
7.66	13.25	1
8.26	13.25	1
8.86	13.25	1
9.46	13.25	1
10.06	13.25	1
10.66	13.25	1
11.26	13.25	1
7.06	12.35	1
7.66	12.35	1
8.26	12.35	1
8.86	12.35	1
9.46	12.35	1
10.06	12.35	1
10.66	12.35	1
11.26	12.35	1
7.06	11.45	1
7.66	11.45	1
8.26	11.45	1
8.86	11.45	1
9.46	11.45	1
10.06	11.45	1
10.66	11.45	1
11.26	11.45	1
7.06	10.55	1
7.66	10.55	1
8.26	10.55	1
8.86	10.55	1
9.46	10.55	1
10.06	10.55	1
10.66	10.55	1
11.26	10.55	1
7.06	9.65	1
7.66	9.65	1
8.26	9.65	1
8.86	9.65	1
9.46	9.65	1
10.06	9.65	1
10.66	9.65	1
11.26	9.65	1
7.06	8.75	1
7.66	8.75	1
8.26	8.75	1
8.86	8.75	1
9.46	8.75	1
10.06	8.75	1
10.66	8.75	1
11.26	8.75	1
7.06	7.85	1
7.66	7.85	1
8.26	7.85	1
8.86	7.85	1
9.46	7.85	1
10.06	7.85	1
10.66	7.85	1
11.26	7.85	1
7.06	6.95	1
7.66	6.95	1
8.26	6.95	1
8.86	6.95	1
9.46	6.95	1
10.06	6.95	1
10.66	6.95	1
11.26	6.95	1
7.06	6.15	1
7.66	6.15	1
8.26	6.15	1
8.86	6.15	1
9.46	6.15	1
10.06	6.15	1
10.66	6.15	1
11.26	6.15	1
10.776	5.088	3
10.911	5.064	3
10.588	5.148	3
10.294	5.048	3
10.324	4.948	3
10.934	4.848	3
10.454	4.748	3
10.744	4.548	3
10.194	4.648	3
10.266	4.752	3
10.376	5.188	3
10.411	4.564	3
10.588	4.548	3
10.294	4.248	3
10.324	4.348	3
10.934	4.848	3
10.254	4.548	3
10.344	4.708	3
10.894	5.298	3
10.866	5.152	3
10.334	5.148	3
10.554	5.048	3
10.744	4.908	3
10.394	4.798	3
10.866	4.852	3
10.776	4.688	3
10.511	5.264	3
10.588	5.148	3
10.894	5.248	3
10.624	5.288	3
10.534	5.388	3
10.454	4.748	3
10.744	4.748	3
10.894	4.748	3
10.866	4.952	3
10.858	5.274	3
10.284	4.504	3
10.394	4.58	3
10.414	4.448	3
10.674	4.448	3
10.586	4.552	3
10.158	4.674	3
10.384	4.804	3
10.794	4.98	3
10.88	5.178	3
10.238	5.094	3
10.3	4.84	3
10.386	4.6	3
10.616	4.45	3
10.624	4.698	3
10.632	4.82	3
10.686	4.704	3
10.816	4.58	3
10.722	4.854	3
10.598	5.278	3
10.514	5.134	3
10.87	5.254	3
10.662	5.202	3
10.658	5.178	3
10.314	5.034	3
10.85	4.754	3
10.262	4.562	3
6.576	4.788	4
6.81	4.864	4
7.218	4.548	4
7.374	4.748	4
7.102	5.01	4
7.386	4.952	4
6.858	5.274	4
6.884	4.504	4
7.294	4.38	4
7.38	5.178	4
7.126	4.84	4
7.086	4.6	4
6.616	4.45	4
6.624	4.698	4
7.558	5.274	4
7.024	5.304	4
7.044	5.224	4
7.594	4.938	4
7.40	5.178	4
7.26	4.74	4
7.486	4.65	4
6.616	4.45	4
6.624	4.698	4
6.632	4.82	4
7.286	4.704	4
6.816	4.58	4
6.722	4.854	4
7.298	4.378	4
7.014	5.034	4
6.87	4.554	4
6.562	4.662	4
6.62	4.828	4
6.94	4.836	4
6.768	5.28	4
6.376	4.788	4
6.81	4.864	4
7.218	4.548	4
7.374	4.748	4
7.102	5.23	4
7.386	4.952	4
6.858	5.274	4
6.884	4.504	4
7.294	5.201	4
7.38	5.178	4
7.500	4.814	4
7.480	4.824	4
7.286	4.6	4
6.716	4.45	4
6.824	4.698	4
6.932	4.82	4
7.286	4.704	4
6.816	4.58	4
6.722	4.854	4
7.298	4.378	4
7.014	4.034	4
6.87	4.554	4
6.562	4.662	4
6.623	4.828	4
6.94	4.836	4
6.768	4.32	4
6.576	10.378	5
6.46	10.66	5
6.138	10.006	5
5.848	9.768	5
6.49	10.272	5
5.736	10.354	5
6.218	9.83	5
6.15	9.902	5
6.134	10.56	5
5.854	9.866	5
5.914	9.726	5
6.56	10.26	5
6.476	10.378	5
6.26	10.36	5
6.338	10.006	5
6.348	10.368	5
6.29	10.472	5
6.536	10.454	5
6.518	10.53	5
6.45	10.502	5
6.134	10.56	5
5.854	9.786	5
6.048	10.268	5
6.19	10.272	5
6.036	10.354	5
6.218	10.53	5
6.15	10.502	5
6.134	10.56	5
5.854	9.786	5
5.914	10.026	5
6.46	9.66	5
5.838	10.006	5
5.748	9.768	5
6.09	10.272	5
6.336	9.854	5
6.218	10.43	5
6.45	10.202	5
6.434	10.46	5
6.154	10.066	5
6.104	10.026	5
6.038	10.17	5
6.026	9.738	5
6.066	10.014	5
6.248	9.892	5
6.61	10.45	5
6.328	9.59	5
6.42	10.022	5
